game_id,game_name,scenario_id,scenario_name,access_score,provider_viability,equity_score,fiscal_control,hospital_pressure,gaming_risk,system_welfare,equilibrium_label,mechanism_summary,draw,marginal_contact_benefit,capitation_weighting,scope_flexibility,pho_transaction_cost,primary_kpi_salience,ambulance_kpi_salience,hospital_political_penalty,data_observability,copayment_level,copayment_protections,equity_program_strength,telehealth_scale,telehealth_integration,local_inperson_loading,ambulance_alternative_funding,acc_activity_funding,acc_constraint,budget_tightness,safety_governance,gaming_controls,direct_claiming,stakeholder_alignment,narrative_coherence
G13,Political economy game,S3,Full upstream access architecture,79.91,78.31,87.47,83.26,42.25,18.3,75.49,access-architecture coalition,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,119,0.992,0.788,0.904,0.296,0.881,0.78,0.687,0.951,0.374,0.853,0.872,0.696,0.914,0.849,0.712,0.672,0.0,0.423,0.835,0.844,0.929,0.746,0.907
G12,Equity and trust game,S2,Primary Care Benefits Schedule,68.73,69.36,72.84,73.75,43.62,16.92,65.87,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",375,0.635,0.757,0.62,0.117,0.645,0.577,0.813,0.59,0.413,0.687,0.74,0.66,0.633,0.541,0.544,0.58,0.168,0.607,0.729,0.774,0.74,0.635,0.547
G3,Capitation marginal-supply game,S1,Capitation reweighting only,25.52,25.76,67.74,90.51,78.23,10.62,44.11,marginal-rationing equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",428,0.098,0.771,0.197,0.563,0.304,0.282,0.909,0.51,0.526,0.447,0.65,0.658,0.291,0.223,0.272,0.591,0.14,0.795,0.767,0.748,0.123,0.52,0.294
G7,Ambulance conveyance game,S2,Primary Care Benefits Schedule,47.86,51.52,66.23,73.3,79.67,13.18,50.91,ED-conveyance default,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",300,0.645,0.664,0.455,0.219,0.61,0.518,0.941,0.682,0.416,0.506,0.694,0.569,0.594,0.611,0.323,0.787,0.093,0.655,0.898,0.789,0.763,0.514,0.44
G4,Consumer access pathway game,S3,Full upstream access architecture,78.02,65.57,82.62,65.73,47.36,15.91,68.16,early-access equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",992,0.684,0.852,0.765,0.142,0.841,0.777,0.69,0.753,0.383,0.933,0.929,0.693,0.661,0.723,0.867,0.53,0.015,0.611,1.0,0.87,0.872,0.751,0.835
G5,PHO intermediation game,S4,"Loose benefits, weak controls",71.44,73.98,43.69,65.32,38.88,39.89,56.07,optional/direct-claiming equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,968,0.863,0.621,0.715,0.24,0.822,0.78,0.701,0.389,0.681,0.201,0.349,0.893,0.25,0.181,0.758,0.412,0.094,0.759,0.429,0.206,0.916,0.217,0.315
G9,Telehealth/local-supply game,S0,Status quo tight control,40.27,34.87,55.61,77.75,76.07,27.24,42.23,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,175,0.045,0.264,0.401,0.682,0.232,0.188,0.891,0.103,0.551,0.237,0.507,0.485,0.4,0.148,0.21,0.71,0.186,0.959,0.872,0.535,0.0,0.34,0.221
G1,Hospital-salience budget game,S4,"Loose benefits, weak controls",67.47,55.24,59.63,55.99,35.95,31.73,55.29,upstream-salience equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",575,0.845,0.663,0.827,0.167,0.819,0.539,0.668,0.542,0.601,0.254,0.516,0.984,0.273,0.157,0.615,0.795,0.0,0.783,0.479,0.283,0.996,0.33,0.439
G12,Equity and trust game,S3,Full upstream access architecture,80.03,78.98,86.08,75.35,34.09,13.12,75.99,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",339,0.812,0.739,0.783,0.174,0.873,0.716,0.754,0.906,0.308,0.682,1.0,0.7,0.774,0.664,0.851,0.703,0.0,0.562,0.833,0.8,0.885,0.879,0.823
G10,Co-payment calibration game,S1,Capitation reweighting only,48.06,53.64,57.62,76.92,67.38,10.92,52.24,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,883,0.121,0.754,0.276,0.569,0.406,0.288,0.873,0.506,0.67,0.296,0.572,0.608,0.271,0.131,0.234,0.774,0.057,0.85,0.717,0.728,0.0,0.274,0.436
G7,Ambulance conveyance game,S3,Full upstream access architecture,65.33,59.39,78.27,74.76,59.72,11.03,63.31,safe alternative-disposition equilibrium,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",54,0.762,0.625,0.717,0.202,0.805,0.819,0.767,0.897,0.234,0.96,0.917,0.678,0.808,0.816,0.637,0.676,0.005,0.39,0.85,0.95,0.883,0.894,0.89
G10,Co-payment calibration game,S1,Capitation reweighting only,55.38,52.62,71.56,74.42,60.61,11.23,57.61,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,580,0.117,0.761,0.262,0.491,0.369,0.261,1.0,0.437,0.628,0.516,0.77,0.566,0.262,0.118,0.194,0.68,0.055,0.738,0.769,0.622,0.098,0.555,0.234
G3,Capitation marginal-supply game,S3,Full upstream access architecture,83.93,81.8,75.51,65.72,31.56,14.72,73.6,marginal-expansion equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",391,0.778,0.754,0.825,0.183,0.731,0.707,0.702,0.851,0.437,0.596,0.862,0.789,0.82,0.885,0.68,0.748,0.0,0.696,0.761,0.757,0.801,0.757,0.777
G12,Equity and trust game,S4,"Loose benefits, weak controls",59.8,75.56,31.36,65.06,56.3,27.74,50.08,transactional-access without trust,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",526,0.901,0.794,1.0,0.245,0.729,0.813,0.762,0.444,0.6,0.179,0.322,0.876,0.266,0.178,0.57,0.491,0.038,0.835,0.248,0.203,0.877,0.15,0.293
G3,Capitation marginal-supply game,S1,Capitation reweighting only,22.07,22.31,73.26,92.48,81.06,10.0,43.81,marginal-rationing equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",258,0.0,0.839,0.399,0.717,0.413,0.282,0.714,0.45,0.527,0.46,0.88,0.504,0.347,0.308,0.239,0.626,0.102,0.817,0.808,0.669,0.103,0.502,0.357
G7,Ambulance conveyance game,S2,Primary Care Benefits Schedule,49.35,53.33,67.89,71.03,75.66,14.45,51.94,ED-conveyance default,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",874,0.64,0.742,0.697,0.282,0.505,0.417,0.738,0.599,0.579,0.441,0.751,0.664,0.595,0.552,0.495,0.784,0.057,0.498,0.725,0.789,0.852,0.606,0.597
G10,Co-payment calibration game,S2,Primary Care Benefits Schedule,78.49,62.68,83.7,56.14,40.73,16.41,67.12,calibrated co-payment equilibrium,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,808,0.745,0.731,0.738,0.284,0.587,0.545,0.676,0.612,0.399,0.654,0.752,0.749,0.611,0.541,0.558,0.717,0.047,0.636,0.604,0.722,0.887,0.504,0.606
G10,Co-payment calibration game,S4,"Loose benefits, weak controls",65.06,70.72,55.35,58.95,53.39,25.13,55.74,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,670,0.857,0.542,0.879,0.101,0.572,0.758,0.697,0.412,0.643,0.285,0.404,0.69,0.385,0.103,0.609,0.628,0.03,0.951,0.375,0.37,0.96,0.374,0.296
G12,Equity and trust game,S3,Full upstream access architecture,77.39,78.64,85.86,75.91,35.98,13.77,74.86,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",123,0.737,0.835,0.844,0.197,0.955,0.777,0.721,0.853,0.442,0.962,0.874,0.662,0.765,0.806,0.7,0.792,0.0,0.544,0.94,0.844,0.911,0.813,0.832
G9,Telehealth/local-supply game,S4,"Loose benefits, weak controls",63.74,36.16,47.69,78.04,68.38,39.43,46.23,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,8,0.881,0.597,1.0,0.049,0.685,0.723,0.758,0.409,0.661,0.387,0.473,0.881,0.238,0.173,0.716,0.755,0.032,0.769,0.36,0.273,0.893,0.336,0.234
G14,Data observability game,S3,Full upstream access architecture,80.26,74.6,86.38,82.06,31.57,16.27,76.33,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",36,0.834,0.895,0.827,0.162,0.846,0.81,0.63,0.88,0.424,0.739,0.755,0.77,0.844,0.78,0.835,0.8,0.0,0.63,1.0,0.867,0.971,0.785,0.849
G6,ACC/Health NZ cross-funder game,S4,"Loose benefits, weak controls",63.83,75.38,58.63,55.17,49.5,29.12,56.1,whole-of-Crown flow equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,573,1.0,0.706,1.0,0.02,0.663,0.606,0.76,0.503,0.758,0.222,0.514,0.983,0.288,0.136,0.624,0.71,0.027,0.876,0.308,0.155,0.948,0.155,0.327
G10,Co-payment calibration game,S4,"Loose benefits, weak controls",70.11,69.89,62.57,55.55,48.75,28.45,58.03,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,133,0.871,0.662,0.912,0.175,0.765,0.919,0.849,0.334,0.591,0.394,0.445,0.876,0.291,0.035,0.656,0.721,0.0,0.854,0.333,0.243,0.967,0.146,0.512
G3,Capitation marginal-supply game,S3,Full upstream access architecture,84.37,82.91,85.0,65.73,30.64,12.17,76.6,marginal-expansion equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",227,0.843,0.766,0.688,0.321,0.865,0.8,0.779,0.921,0.311,0.936,0.831,0.705,0.811,0.823,0.754,0.765,0.0,0.609,0.981,0.897,1.0,0.682,0.765
G2,Health NZ internal allocation game,S3,Full upstream access architecture,65.39,58.51,68.77,76.74,33.17,25.68,62.52,balanced internal accountability,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,675,0.796,0.832,0.688,0.311,0.904,0.655,0.684,0.818,0.273,0.855,0.853,0.685,0.83,0.879,0.889,0.752,0.098,0.647,0.95,0.785,0.906,0.828,0.894
G1,Hospital-salience budget game,S4,"Loose benefits, weak controls",68.24,52.45,55.33,54.08,35.17,34.68,53.29,upstream-salience equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",469,0.857,0.624,0.994,0.059,0.768,0.671,0.649,0.507,0.602,0.246,0.35,0.972,0.255,0.217,0.684,0.684,0.006,0.994,0.318,0.172,0.977,0.194,0.321
G13,Political economy game,S1,Capitation reweighting only,46.94,49.47,69.58,79.63,64.09,17.31,53.6,institutional-defence equilibrium,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,52,0.149,0.634,0.271,0.532,0.301,0.314,0.833,0.583,0.605,0.502,0.669,0.552,0.476,0.293,0.136,0.716,0.043,0.716,0.701,0.725,0.011,0.423,0.333
G9,Telehealth/local-supply game,S3,Full upstream access architecture,76.31,67.16,82.15,75.79,44.61,16.76,69.91,integrated hybrid-access equilibrium,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,574,0.868,0.832,0.687,0.227,0.73,0.776,0.723,0.92,0.423,0.746,0.713,0.656,0.733,0.825,0.803,0.569,0.0,0.577,0.831,0.879,0.836,0.66,0.903
G6,ACC/Health NZ cross-funder game,S1,Capitation reweighting only,36.99,43.51,63.17,63.96,70.09,23.75,43.51,whole-of-Crown flow equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,672,0.087,0.695,0.243,0.485,0.513,0.285,0.898,0.333,0.456,0.397,0.695,0.538,0.502,0.283,0.479,0.757,0.12,0.804,0.792,0.743,0.036,0.578,0.457
G11,KPI salience game,S0,Status quo tight control,36.13,41.18,65.33,76.64,74.03,14.51,46.72,hospital-target dominance,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",941,0.074,0.355,0.256,0.676,0.187,0.292,0.964,0.335,0.648,0.566,0.517,0.516,0.313,0.243,0.191,0.703,0.087,0.943,0.795,0.55,0.035,0.268,0.124
G10,Co-payment calibration game,S3,Full upstream access architecture,81.79,66.46,90.05,60.45,37.8,13.92,71.76,calibrated co-payment equilibrium,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,712,0.795,0.838,0.737,0.295,0.731,0.747,0.549,0.843,0.517,0.892,0.92,0.588,0.77,0.879,0.849,0.738,0.0,0.662,0.931,0.824,0.974,0.76,0.776
G13,Political economy game,S3,Full upstream access architecture,76.57,75.08,86.84,81.3,44.1,19.32,73.04,access-architecture coalition,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,723,0.857,0.894,0.719,0.264,0.826,0.792,0.659,0.855,0.391,0.734,0.914,0.705,0.742,0.886,0.777,0.789,0.0,0.592,0.977,0.748,0.841,0.778,0.876
G8,Scope-of-practice supply game,S0,Status quo tight control,34.44,41.82,61.02,75.94,83.34,18.67,43.24,professional-bottleneck equilibrium,"Funding eligibility should follow safe scope and governance, not professional category alone.",187,0.131,0.34,0.284,0.688,0.0,0.0,0.831,0.378,0.585,0.388,0.619,0.574,0.34,0.297,0.201,0.555,0.021,0.964,0.698,0.407,0.121,0.331,0.137
G5,PHO intermediation game,S0,Status quo tight control,8.36,21.11,59.46,77.77,85.44,26.07,30.57,intermediated-gatekeeping equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,700,0.092,0.247,0.28,0.728,0.215,0.117,0.933,0.335,0.709,0.572,0.663,0.428,0.422,0.284,0.338,0.628,0.005,0.913,0.736,0.481,0.008,0.361,0.221
G10,Co-payment calibration game,S4,"Loose benefits, weak controls",60.76,72.64,49.31,58.96,57.44,28.28,52.42,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,982,0.893,0.515,0.909,0.052,0.624,0.53,0.75,0.509,0.692,0.177,0.444,0.965,0.416,0.321,0.582,0.668,0.014,0.703,0.357,0.269,0.989,0.197,0.338
G5,PHO intermediation game,S2,Primary Care Benefits Schedule,57.63,62.26,59.94,72.71,47.49,29.36,55.68,optional/direct-claiming equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,489,0.783,0.805,0.714,0.38,0.405,0.386,0.809,0.522,0.432,0.616,0.583,0.874,0.598,0.552,0.408,0.61,0.046,0.556,0.762,0.593,0.692,0.53,0.567
G6,ACC/Health NZ cross-funder game,S1,Capitation reweighting only,34.61,40.88,62.42,68.63,71.63,23.11,42.95,whole-of-Crown flow equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,986,0.036,0.765,0.388,0.691,0.454,0.259,0.969,0.4,0.617,0.436,0.594,0.523,0.456,0.235,0.353,0.47,0.015,0.816,0.687,0.74,0.046,0.484,0.602
G6,ACC/Health NZ cross-funder game,S4,"Loose benefits, weak controls",62.38,73.58,58.33,51.8,50.66,30.36,54.31,whole-of-Crown flow equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,664,0.972,0.528,0.94,0.147,0.839,0.656,0.681,0.258,0.598,0.448,0.451,0.961,0.181,0.162,0.67,0.694,0.0,0.707,0.364,0.255,1.0,0.232,0.154
G11,KPI salience game,S3,Full upstream access architecture,72.86,69.7,86.38,74.72,41.72,17.8,70.36,upstream target salience with balancing measures,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",112,0.751,0.858,0.806,0.102,0.742,0.733,0.74,0.698,0.196,0.752,0.862,0.607,0.88,0.888,0.636,0.759,0.0,0.477,0.831,0.736,0.932,0.654,0.973
G14,Data observability game,S0,Status quo tight control,26.95,37.08,59.38,68.73,90.75,42.69,33.27,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",135,0.098,0.479,0.154,0.765,0.082,0.016,0.907,0.189,0.451,0.321,0.553,0.578,0.447,0.294,0.16,0.749,0.142,0.846,0.652,0.582,0.0,0.263,0.39
G11,KPI salience game,S0,Status quo tight control,36.55,43.13,64.1,73.28,73.92,14.22,46.38,hospital-target dominance,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",18,0.19,0.343,0.195,0.676,0.119,0.292,0.886,0.224,0.651,0.377,0.59,0.616,0.372,0.178,0.203,0.647,0.11,0.852,0.827,0.487,0.0,0.255,0.285
G13,Political economy game,S0,Status quo tight control,35.65,40.47,58.81,73.15,71.87,16.5,44.34,institutional-defence equilibrium,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,460,0.0,0.482,0.218,0.743,0.111,0.159,0.624,0.164,0.639,0.321,0.506,0.641,0.312,0.172,0.088,0.675,0.039,0.784,0.725,0.536,0.033,0.259,0.101
G14,Data observability game,S2,Primary Care Benefits Schedule,62.37,59.97,83.14,81.24,47.05,21.26,64.76,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",651,0.577,0.817,0.562,0.262,0.601,0.368,0.712,0.824,0.437,0.639,0.722,0.562,0.555,0.561,0.44,0.616,0.284,0.459,0.607,0.702,0.865,0.485,0.578
G11,KPI salience game,S1,Capitation reweighting only,42.21,45.32,74.59,77.69,68.84,16.27,51.8,hospital-target dominance,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",640,0.148,0.718,0.308,0.624,0.387,0.225,0.897,0.481,0.516,0.516,0.832,0.632,0.404,0.382,0.246,0.782,0.01,0.939,0.583,0.569,0.014,0.414,0.3
G11,KPI salience game,S2,Primary Care Benefits Schedule,60.34,60.57,70.95,76.17,52.92,16.98,60.65,upstream target salience with balancing measures,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",134,0.56,0.624,0.679,0.226,0.687,0.286,0.793,0.676,0.324,0.491,0.502,0.704,0.488,0.557,0.459,0.587,0.035,0.556,0.789,0.678,0.875,0.409,0.621
G11,KPI salience game,S0,Status quo tight control,36.43,42.05,65.79,75.68,73.53,12.84,47.26,hospital-target dominance,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",805,0.122,0.329,0.349,0.634,0.154,0.33,0.825,0.214,0.624,0.473,0.591,0.411,0.336,0.065,0.099,0.566,0.077,0.92,0.751,0.659,0.016,0.262,0.15
G8,Scope-of-practice supply game,S3,Full upstream access architecture,84.52,79.91,81.63,75.54,34.37,8.47,77.27,scope-enabled supply equilibrium,"Funding eligibility should follow safe scope and governance, not professional category alone.",383,0.863,0.718,0.894,0.197,0.763,0.74,0.741,0.85,0.317,0.759,0.711,0.811,0.765,0.777,0.66,0.71,0.0,0.483,0.924,0.974,0.889,0.82,0.826
G6,ACC/Health NZ cross-funder game,S3,Full upstream access architecture,58.24,69.11,77.93,64.12,49.82,16.91,61.41,whole-of-Crown flow equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,998,0.798,0.644,0.797,0.197,0.926,0.743,0.602,0.814,0.326,0.79,0.897,0.585,0.922,0.846,0.787,0.568,0.0,0.533,0.771,0.912,0.735,0.725,0.797
G5,PHO intermediation game,S3,Full upstream access architecture,70.14,73.35,77.22,75.05,32.84,23.61,68.49,optional/direct-claiming equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,902,0.819,0.706,0.749,0.331,0.902,0.702,0.723,0.841,0.489,0.718,0.896,0.578,0.681,0.919,0.742,0.608,0.079,0.489,0.896,0.807,0.958,0.738,0.948
G2,Health NZ internal allocation game,S4,"Loose benefits, weak controls",61.49,62.75,52.25,65.72,38.89,36.54,53.82,balanced internal accountability,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,412,0.88,0.696,0.912,0.108,0.731,0.646,0.763,0.62,0.504,0.234,0.367,0.752,0.339,0.216,0.578,0.644,0.011,0.651,0.343,0.089,0.997,0.415,0.282
G5,PHO intermediation game,S2,Primary Care Benefits Schedule,65.11,68.63,71.55,74.5,38.61,25.09,63.81,optional/direct-claiming equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,631,0.72,0.729,0.533,0.233,0.529,0.419,0.766,0.652,0.327,0.584,0.811,0.762,0.588,0.607,0.332,0.83,0.132,0.642,0.695,0.824,0.826,0.707,0.544
G9,Telehealth/local-supply game,S2,Primary Care Benefits Schedule,70.88,57.39,73.0,76.79,53.12,23.93,62.32,integrated hybrid-access equilibrium,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,775,0.763,0.764,0.748,0.102,0.595,0.586,0.741,0.584,0.473,0.653,0.692,0.802,0.569,0.682,0.371,0.632,0.144,0.586,0.748,0.72,0.733,0.622,0.536
G2,Health NZ internal allocation game,S0,Status quo tight control,30.36,13.02,51.4,84.64,68.48,28.29,36.71,hospital-operations dominance,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,343,0.045,0.283,0.262,0.726,0.16,0.12,0.829,0.416,0.702,0.44,0.532,0.557,0.406,0.12,0.345,0.645,0.03,0.927,0.866,0.555,0.0,0.224,0.126
G6,ACC/Health NZ cross-funder game,S2,Primary Care Benefits Schedule,52.05,61.29,66.6,60.87,60.63,24.09,52.39,siloed-cost-shifting equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,237,0.589,0.876,0.536,0.415,0.526,0.571,0.877,0.427,0.364,0.611,0.658,0.622,0.592,0.556,0.388,0.676,0.166,0.592,0.669,0.637,0.851,0.487,0.712
G8,Scope-of-practice supply game,S2,Primary Care Benefits Schedule,65.49,63.66,74.51,72.11,57.25,13.39,62.74,scope-enabled supply equilibrium,"Funding eligibility should follow safe scope and governance, not professional category alone.",890,0.662,0.665,0.657,0.322,0.445,0.469,0.761,0.454,0.489,0.744,0.768,0.737,0.496,0.569,0.528,0.532,0.059,0.592,0.743,0.701,0.886,0.478,0.551
G10,Co-payment calibration game,S4,"Loose benefits, weak controls",68.37,73.03,55.33,53.71,50.66,30.08,55.62,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,452,1.0,0.636,0.972,0.049,0.894,0.831,0.785,0.477,0.592,0.21,0.392,0.961,0.144,0.211,0.647,0.673,0.0,0.785,0.429,0.283,0.969,0.246,0.395
G9,Telehealth/local-supply game,S2,Primary Care Benefits Schedule,65.49,49.6,64.16,77.18,59.84,27.16,56.01,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,889,0.834,0.774,0.666,0.243,0.683,0.329,0.689,0.567,0.52,0.453,0.705,0.696,0.332,0.547,0.474,0.721,0.203,0.587,0.74,0.709,0.736,0.486,0.53
G3,Capitation marginal-supply game,S4,"Loose benefits, weak controls",90.03,86.29,62.76,55.52,26.94,27.42,69.84,marginal-expansion equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",442,0.897,0.917,0.845,0.116,0.807,0.597,0.817,0.369,0.746,0.354,0.428,0.92,0.304,0.196,0.691,0.659,0.0,0.856,0.424,0.223,0.923,0.297,0.323
G9,Telehealth/local-supply game,S4,"Loose benefits, weak controls",63.75,33.36,42.61,78.38,69.16,40.01,44.45,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,241,0.897,0.661,1.0,0.005,0.704,0.766,0.873,0.505,0.632,0.249,0.28,0.893,0.197,0.106,0.559,0.679,0.0,0.812,0.47,0.229,0.813,0.221,0.134
G5,PHO intermediation game,S3,Full upstream access architecture,79.91,80.73,81.73,76.21,25.46,21.69,75.14,optional/direct-claiming equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,884,0.921,0.907,0.757,0.066,0.942,0.762,0.689,0.957,0.338,0.89,0.965,0.811,0.817,0.966,0.775,0.573,0.0,0.49,0.839,0.841,1.0,0.816,0.797
G6,ACC/Health NZ cross-funder game,S2,Primary Care Benefits Schedule,53.47,63.15,64.87,64.61,57.99,21.24,54.3,whole-of-Crown flow equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,845,0.703,0.781,0.726,0.294,0.494,0.41,0.698,0.657,0.477,0.519,0.526,0.66,0.537,0.447,0.442,0.529,0.143,0.655,0.803,0.683,0.914,0.602,0.724
G9,Telehealth/local-supply game,S1,Capitation reweighting only,51.34,35.47,56.84,77.52,73.81,35.92,44.42,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,482,0.25,0.773,0.249,0.545,0.32,0.279,0.852,0.316,0.578,0.415,0.706,0.843,0.344,0.288,0.173,0.657,0.081,0.915,0.703,0.365,0.052,0.422,0.389
G7,Ambulance conveyance game,S4,"Loose benefits, weak controls",54.64,52.97,60.09,68.46,74.24,22.98,49.85,ED-conveyance default,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",61,0.915,0.557,0.721,0.076,0.808,0.638,0.654,0.501,0.62,0.287,0.533,0.846,0.205,0.167,0.645,0.699,0.047,0.798,0.396,0.193,0.994,0.186,0.257
G11,KPI salience game,S0,Status quo tight control,33.22,38.61,64.32,76.72,76.37,13.44,45.1,hospital-target dominance,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",315,0.0,0.307,0.193,0.623,0.256,0.13,0.843,0.235,0.68,0.333,0.599,0.447,0.5,0.442,0.214,0.65,0.09,0.908,0.727,0.59,0.038,0.369,0.232
G12,Equity and trust game,S2,Primary Care Benefits Schedule,69.89,70.93,71.76,73.45,42.93,14.88,66.66,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",497,0.682,0.729,0.663,0.26,0.577,0.351,0.762,0.76,0.625,0.661,0.778,0.535,0.573,0.446,0.421,0.671,0.16,0.525,0.729,0.585,0.806,0.564,0.783
G1,Hospital-salience budget game,S0,Status quo tight control,27.48,26.19,55.99,79.44,81.44,20.02,38.02,hospital-rescue equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",516,0.004,0.27,0.198,0.682,0.226,0.129,0.877,0.203,0.599,0.288,0.531,0.475,0.229,0.295,0.097,0.683,0.066,0.726,0.686,0.512,0.003,0.254,0.266
G4,Consumer access pathway game,S4,"Loose benefits, weak controls",61.55,70.02,56.18,62.75,62.5,26.0,54.06,early-access equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",217,0.995,0.593,0.906,0.0,0.847,0.669,0.751,0.401,0.614,0.332,0.435,0.908,0.324,0.026,0.684,0.666,0.083,0.845,0.44,0.345,0.916,0.29,0.415
G11,KPI salience game,S0,Status quo tight control,31.9,38.89,62.91,76.52,77.39,11.47,44.64,hospital-target dominance,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",409,0.062,0.234,0.165,0.601,0.119,0.166,0.883,0.248,0.747,0.327,0.599,0.628,0.501,0.295,0.18,0.572,0.126,0.808,0.768,0.628,0.0,0.472,0.289
