scenario_id,scenario_name,funding_architecture,weighted_access,weighted_provider_viability,weighted_equity,weighted_fiscal_control,weighted_hospital_pressure,weighted_gaming_risk,weighted_welfare,supply_generation_index,equity_legitimacy_index,governance_resilience_index,hospital_deflection_index,implementation_readiness_index,fiscal_gaming_risk_index,interaction_penalty,hybrid_viability_score,model_interpretation,draw
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.81,37.42,54.88,74.2,77.47,22.79,40.4,17.39,36.37,53.65,23.63,42.49,18.94,19.3,14.12,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,282
S0,Status quo tight control,constrained capitation/contracting equilibrium,35.79,38.96,53.88,74.98,74.95,21.57,42.01,19.74,34.32,54.73,24.22,43.84,17.54,16.51,17.67,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,283
S0,Status quo tight control,constrained capitation/contracting equilibrium,34.49,37.5,56.59,72.66,77.07,23.64,40.89,18.21,38.2,50.92,22.8,36.17,17.03,16.71,15.64,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,284
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.39,37.04,56.0,75.39,77.2,22.0,41.14,16.92,36.92,54.54,22.22,37.66,16.95,18.16,14.49,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,285
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.3,36.55,55.66,75.31,76.98,21.92,40.98,16.77,37.05,51.05,24.27,36.72,15.51,16.14,16.06,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,286
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.33,34.43,57.71,75.37,78.35,21.33,40.42,14.2,40.5,53.25,22.32,34.74,13.39,16.17,15.81,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,287
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.38,34.9,57.21,77.46,78.49,20.98,40.55,14.21,39.36,57.19,20.63,44.13,16.29,17.89,15.6,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,288
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.07,36.56,57.34,75.58,76.57,21.5,41.47,16.45,38.06,52.7,24.75,36.42,15.95,16.18,16.56,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,289
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.57,35.66,60.68,77.42,76.47,20.08,42.5,16.18,41.56,56.52,23.09,41.65,13.81,16.06,18.4,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,290
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.7,35.8,59.04,75.12,77.67,22.05,41.27,16.24,40.93,54.5,20.79,44.43,14.27,16.43,17.34,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,291
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.17,35.24,52.9,75.39,79.17,21.83,39.27,14.08,34.42,54.45,20.77,39.16,15.46,17.85,13.5,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,292
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.88,35.44,51.99,75.84,79.13,22.4,39.0,15.59,32.41,53.44,21.79,38.56,18.27,19.13,12.16,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,293
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.12,33.01,55.11,76.83,79.42,20.79,39.47,12.16,36.96,53.84,20.87,35.76,14.42,17.67,13.11,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,294
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.48,35.12,58.1,76.48,77.09,21.26,41.35,16.47,38.59,56.43,22.25,43.02,14.24,15.2,18.77,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,295
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.02,35.15,56.28,78.1,77.49,20.67,41.16,14.01,37.73,57.94,24.94,44.3,15.5,18.21,16.08,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,296
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.04,35.26,58.85,76.83,77.93,21.07,41.39,14.93,40.21,55.39,23.26,40.47,15.81,17.53,16.0,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,297
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.78,33.87,53.52,76.58,79.44,21.8,39.23,13.74,34.42,53.01,23.44,36.65,16.9,18.59,12.62,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,298
S0,Status quo tight control,constrained capitation/contracting equilibrium,35.4,38.52,63.41,76.09,75.24,20.51,44.27,20.95,46.04,56.86,21.71,40.36,14.23,14.46,21.6,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,299
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.59,34.88,56.34,77.41,78.39,21.07,40.68,14.34,37.67,57.02,22.39,40.95,14.81,17.31,15.85,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,300
S0,Status quo tight control,constrained capitation/contracting equilibrium,34.05,36.59,58.51,75.66,76.33,20.92,42.16,17.84,40.06,55.75,23.34,41.9,13.28,16.09,18.43,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,301
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.71,36.09,58.15,77.03,76.65,20.59,41.88,17.29,39.21,55.62,22.53,40.89,14.62,14.51,19.38,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,302
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.29,37.89,55.31,73.93,78.38,22.51,40.59,18.56,37.34,51.5,20.46,35.74,17.77,18.1,13.74,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,303
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.97,35.81,60.38,76.47,76.62,21.36,42.15,15.68,42.17,56.82,24.88,44.97,14.73,16.09,19.24,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,304
S0,Status quo tight control,constrained capitation/contracting equilibrium,35.15,38.55,57.69,74.99,75.08,20.98,42.68,18.93,38.48,57.53,24.48,45.03,15.47,15.41,20.14,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,305
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.38,36.27,57.88,75.03,77.82,22.06,40.97,17.67,39.28,54.39,20.73,39.66,15.73,16.8,16.37,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,306
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.42,36.02,57.77,75.24,79.03,21.87,40.53,17.24,38.94,52.58,19.36,36.29,16.97,16.71,15.15,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,307
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.61,36.07,56.39,75.43,77.57,21.22,40.93,16.74,38.71,55.46,19.6,45.49,14.53,16.46,17.12,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,308
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.71,34.52,58.67,75.59,78.17,21.63,40.77,14.72,40.51,52.8,20.09,38.69,15.1,16.58,15.46,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,309
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.84,36.87,58.84,72.79,76.56,22.78,41.34,17.14,39.11,53.18,23.92,42.47,15.81,16.56,17.25,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,310
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.24,35.16,57.97,75.56,77.19,21.95,40.95,14.27,39.45,52.19,22.61,39.99,16.57,15.85,16.48,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,311
S0,Status quo tight control,constrained capitation/contracting equilibrium,35.12,37.3,56.53,74.8,75.67,21.45,41.99,17.31,38.85,56.02,23.61,39.43,14.6,15.64,18.33,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,312
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.46,35.32,56.84,75.66,78.0,21.19,40.84,15.79,37.81,54.7,20.88,38.65,14.8,16.28,16.13,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,313
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.69,35.42,58.56,75.78,77.31,20.87,41.47,15.61,41.3,55.61,21.33,42.14,14.97,16.74,17.0,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,314
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.04,35.6,53.9,77.45,78.86,20.87,40.1,15.71,33.85,56.44,20.38,40.56,17.88,17.95,14.25,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,315
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.71,36.44,59.05,75.8,77.54,21.64,41.6,17.71,41.52,53.0,21.3,38.52,16.72,17.88,15.38,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,316
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.17,36.56,56.26,74.36,78.01,22.2,40.71,15.63,37.58,52.43,21.72,35.1,16.05,16.65,14.9,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,317
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.4,35.14,57.11,75.25,79.57,22.23,39.81,14.38,38.49,52.71,21.15,38.67,16.72,17.71,14.09,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,318
S0,Status quo tight control,constrained capitation/contracting equilibrium,34.75,38.33,55.37,76.66,75.76,20.25,42.36,19.09,37.92,58.7,23.81,45.43,14.79,16.03,19.63,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,319
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.21,35.53,56.87,77.67,79.08,20.75,40.54,16.62,37.6,55.87,22.84,40.42,16.37,19.1,14.39,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,320
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.06,34.82,53.44,75.06,79.24,22.83,39.31,16.04,34.21,51.87,22.8,33.61,17.1,16.49,14.47,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,321
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.27,35.27,51.82,75.12,79.66,22.49,38.54,14.84,33.07,51.71,21.32,35.99,16.89,18.52,11.88,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,322
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.77,35.94,56.35,74.35,77.45,22.65,40.5,14.07,37.64,54.68,24.31,42.54,16.77,17.86,15.35,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,323
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.35,35.54,57.15,75.85,76.42,21.33,41.42,15.41,40.16,55.31,21.63,41.72,15.54,15.47,17.96,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,324
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.32,35.24,57.84,76.96,78.28,21.3,40.9,17.19,39.48,56.41,20.67,41.15,15.78,16.79,16.92,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,325
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.89,37.3,58.14,76.29,78.04,21.49,41.65,17.33,39.34,55.28,19.97,40.52,17.76,18.55,14.69,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,326
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.83,34.18,57.51,78.45,78.32,19.51,41.08,13.83,40.3,57.87,17.44,39.52,13.3,15.32,17.1,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,327
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.76,34.95,58.29,76.1,78.56,21.86,40.77,16.77,39.96,50.25,19.68,36.99,15.13,15.83,15.75,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,328
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.12,36.71,60.33,77.41,76.42,20.57,42.69,16.94,41.66,57.49,23.91,41.84,14.46,15.31,19.77,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,329
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.6,33.97,58.95,76.92,78.73,21.13,40.67,12.99,40.32,55.15,22.23,45.08,15.48,17.05,16.34,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,330
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.92,34.44,59.88,77.35,78.89,20.52,41.22,14.83,42.15,55.83,20.1,39.89,14.08,16.58,16.61,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,331
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.86,33.54,59.04,77.15,78.51,20.88,40.8,11.13,41.14,54.61,20.19,40.37,14.8,16.53,15.36,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,332
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.76,34.14,53.3,76.49,79.16,21.58,39.28,14.86,35.16,52.4,21.32,35.19,16.6,17.55,13.29,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,333
S0,Status quo tight control,constrained capitation/contracting equilibrium,36.8,38.56,57.58,74.46,73.86,22.37,42.95,19.38,38.97,53.45,27.32,39.18,16.58,16.08,18.64,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,334
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.09,38.35,54.15,75.8,77.67,22.07,40.88,21.47,35.92,54.45,21.49,39.24,20.38,19.36,14.28,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,335
S0,Status quo tight control,constrained capitation/contracting equilibrium,29.79,33.52,57.85,77.75,80.05,20.47,40.21,12.62,39.25,56.54,18.77,43.51,15.0,17.69,14.76,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,336
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.1,35.17,57.46,76.49,78.36,21.22,40.94,15.16,38.53,54.4,20.36,39.62,15.34,15.99,16.33,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,337
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.68,34.14,58.33,78.07,78.68,20.11,40.99,14.05,39.69,55.67,20.92,37.82,13.79,17.47,14.96,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,338
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.2,34.15,59.34,78.25,77.57,19.77,41.6,14.0,41.36,57.85,22.45,44.38,13.88,16.64,17.74,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,339
S0,Status quo tight control,constrained capitation/contracting equilibrium,35.42,36.78,61.91,75.79,74.34,21.04,43.61,18.31,43.91,57.0,28.0,44.42,13.32,15.28,21.68,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,340
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.74,36.2,58.58,75.29,77.08,21.72,41.42,16.85,40.41,54.47,21.83,42.06,15.91,17.12,16.62,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,341
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.16,33.91,53.1,75.68,79.5,22.15,38.74,13.09,33.7,53.86,21.39,41.52,16.29,18.46,12.83,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,342
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.76,34.8,56.47,78.3,79.12,20.43,40.64,14.33,37.74,55.47,22.21,38.57,16.08,17.98,14.5,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,343
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.89,38.37,54.11,75.62,76.84,21.47,41.29,19.44,35.09,55.07,22.34,39.03,17.55,17.44,15.84,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,344
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.6,34.02,56.1,79.1,78.66,19.77,40.7,12.39,38.26,58.86,22.46,40.44,14.94,17.4,15.74,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,345
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.73,35.68,58.04,76.83,77.25,20.37,41.7,15.31,40.41,55.67,20.89,38.64,12.59,14.43,18.54,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,346
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.92,36.0,55.38,75.54,76.97,22.81,40.88,17.56,37.2,51.88,25.96,34.28,19.27,17.75,14.92,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,347
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.54,35.97,53.42,75.55,79.32,21.93,39.61,15.36,34.99,53.53,19.56,35.92,15.74,17.35,13.54,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,348
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.84,38.0,54.45,73.27,76.93,22.6,40.64,18.47,35.7,51.9,22.53,39.13,17.18,17.7,14.81,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,349
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.94,38.17,54.7,76.38,76.92,20.44,41.71,19.55,35.34,54.8,21.67,37.35,17.97,17.13,15.79,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,350
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.07,34.37,58.55,77.63,77.89,20.96,41.34,15.43,39.72,54.63,23.69,38.52,14.55,17.47,15.77,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,351
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.83,34.23,57.41,75.09,78.72,22.06,39.95,15.17,38.67,54.05,20.58,38.36,14.4,16.28,15.88,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,352
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.99,33.94,56.96,76.52,78.32,20.99,40.35,14.98,38.22,54.78,21.47,38.75,13.97,15.3,17.14,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,353
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.12,36.46,54.66,75.85,78.29,21.9,40.33,16.95,36.15,54.67,20.53,39.93,17.49,17.96,14.52,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,354
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.78,33.96,55.16,75.53,80.04,23.0,39.12,13.73,35.59,52.61,21.47,41.38,17.66,19.55,11.96,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,355
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.63,35.38,60.89,76.82,77.41,20.55,42.19,14.92,42.22,55.53,21.67,40.38,13.41,16.15,17.42,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,356
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.29,35.25,56.15,78.74,77.93,19.64,41.18,14.41,37.64,56.48,23.35,38.29,14.15,16.83,16.08,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,357
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.88,34.51,57.4,76.81,77.53,20.88,40.98,15.47,38.9,55.8,22.59,41.73,14.43,15.53,18.01,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,358
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.21,34.34,57.8,75.6,78.4,21.26,40.44,13.45,39.94,55.59,20.9,40.12,14.05,16.38,16.22,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,359
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.67,34.88,58.07,78.61,77.42,19.77,41.67,12.95,39.78,57.56,23.11,43.49,14.02,16.04,17.76,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,360
S0,Status quo tight control,constrained capitation/contracting equilibrium,34.45,37.51,58.41,76.93,75.74,20.36,42.83,18.39,40.83,57.89,22.87,45.4,15.25,14.82,20.79,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,361
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.09,35.17,57.32,76.36,78.28,21.54,40.83,14.35,39.22,54.72,22.83,38.97,16.32,17.71,15.06,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,362
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.16,36.69,55.38,75.3,77.16,21.7,40.92,15.67,37.04,53.77,21.89,38.52,17.44,17.44,14.8,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,363
S0,Status quo tight control,constrained capitation/contracting equilibrium,35.14,39.06,57.29,75.0,76.86,21.74,42.3,18.02,38.43,55.07,21.29,40.37,17.96,18.65,14.82,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,364
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.35,36.15,57.94,76.67,78.22,21.0,41.38,15.96,39.94,54.51,19.87,41.55,17.04,18.31,14.63,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,365
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.85,35.65,56.68,78.9,79.07,19.78,41.09,15.94,37.71,56.84,21.53,40.63,15.76,17.58,15.71,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,366
S0,Status quo tight control,constrained capitation/contracting equilibrium,29.87,33.56,57.17,76.83,80.07,21.99,39.64,11.47,38.47,53.56,20.61,39.7,17.19,18.85,12.43,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,367
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.54,33.68,56.75,78.63,78.69,20.08,40.62,12.04,38.8,57.99,22.25,43.13,14.51,17.71,15.54,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,368
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.34,35.96,51.87,75.51,77.77,22.03,39.68,15.63,32.67,53.06,24.15,37.06,18.48,17.68,13.91,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,369
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.84,36.08,57.73,76.47,78.3,20.88,41.15,16.33,39.68,54.52,20.73,39.54,15.29,16.62,16.3,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,370
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.12,36.75,55.25,75.7,78.0,21.09,40.67,17.65,35.95,54.67,19.72,37.6,15.32,15.74,16.4,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,371
S0,Status quo tight control,constrained capitation/contracting equilibrium,29.32,33.64,54.59,75.88,80.39,21.96,38.73,13.06,35.19,52.15,19.05,39.76,16.83,18.68,11.75,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,372
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.6,35.54,54.56,76.95,78.93,21.37,40.2,16.01,35.63,55.49,21.07,41.13,17.19,19.56,13.04,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,373
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.6,33.71,56.25,78.98,78.19,19.15,40.83,11.67,39.27,58.52,21.05,41.63,13.59,17.37,15.53,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,374
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.07,35.54,57.76,74.72,78.41,22.06,40.59,14.48,39.58,50.7,20.31,34.03,16.18,17.04,13.75,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,375
S0,Status quo tight control,constrained capitation/contracting equilibrium,35.04,39.57,56.15,74.66,76.59,22.11,42.02,21.26,37.48,54.48,21.09,42.13,19.05,17.7,16.46,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,376
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.24,36.54,55.08,75.73,77.7,21.78,40.56,17.21,36.04,53.21,21.88,39.36,17.87,16.97,15.45,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,377
S0,Status quo tight control,constrained capitation/contracting equilibrium,29.78,33.8,53.45,75.9,80.38,21.71,38.68,12.94,34.33,54.89,18.23,40.08,16.8,18.96,11.75,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,378
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.71,34.31,54.93,76.94,79.37,21.0,39.82,14.82,35.18,55.3,17.6,39.1,15.71,17.46,13.7,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,379
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.53,34.0,58.43,77.01,77.91,21.15,40.95,15.07,39.66,53.82,23.55,37.91,15.4,15.98,16.87,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,380
S0,Status quo tight control,constrained capitation/contracting equilibrium,35.15,38.68,57.72,75.96,75.94,20.66,42.83,20.15,39.16,57.92,22.0,38.18,15.65,16.3,18.34,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,381
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.02,36.45,56.52,75.08,78.87,22.57,40.37,16.43,38.33,51.33,21.65,32.94,17.15,18.09,13.26,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,382
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.47,32.93,58.33,75.74,79.18,21.54,39.96,12.78,39.74,50.95,19.48,35.0,13.13,16.16,14.23,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,383
S0,Status quo tight control,constrained capitation/contracting equilibrium,30.62,35.29,59.59,77.8,78.86,20.55,41.3,14.78,41.19,55.0,20.99,36.78,15.09,16.75,15.86,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,384
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.47,34.53,54.64,75.7,79.33,22.15,39.58,14.85,37.01,54.38,18.69,38.97,16.27,17.6,13.91,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,385
S0,Status quo tight control,constrained capitation/contracting equilibrium,31.54,35.41,57.37,77.48,78.28,20.53,41.12,15.07,39.11,57.18,19.55,45.14,15.12,17.31,16.24,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,386
S0,Status quo tight control,constrained capitation/contracting equilibrium,33.42,37.07,56.21,74.26,76.62,21.86,41.1,18.43,38.29,52.36,21.75,38.41,17.01,15.82,16.98,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,387
S0,Status quo tight control,constrained capitation/contracting equilibrium,32.02,35.57,53.87,75.14,78.47,22.1,39.78,15.55,34.88,52.47,19.83,39.65,17.17,17.2,14.03,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,388
S0,Status quo tight control,constrained capitation/contracting equilibrium,34.06,37.44,56.84,75.75,75.67,21.6,41.93,15.21,39.1,56.12,26.24,40.86,16.49,16.28,17.99,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,389
