game_id,game_name,scenario_id,scenario_name,access_score,provider_viability,equity_score,fiscal_control,hospital_pressure,gaming_risk,system_welfare,equilibrium_label,mechanism_summary,draw,marginal_contact_benefit,capitation_weighting,scope_flexibility,pho_transaction_cost,primary_kpi_salience,ambulance_kpi_salience,hospital_political_penalty,data_observability,copayment_level,copayment_protections,equity_program_strength,telehealth_scale,telehealth_integration,local_inperson_loading,ambulance_alternative_funding,acc_activity_funding,acc_constraint,budget_tightness,safety_governance,gaming_controls,direct_claiming,stakeholder_alignment,narrative_coherence
G12,Equity and trust game,P4,Benefits without adequate controls,67.87,76.77,46.64,65.94,48.25,23.67,57.94,transactional-access without trust,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",482,0.9436,0.6159,0.8945,0.1106,0.6066,0.7162,0.6142,0.5044,0.6156,0.2473,0.4906,0.9826,0.4126,0.3298,0.5873,0.6997,0.0369,0.8472,0.4889,0.2916,0.9172,0.3895,0.2688
G12,Equity and trust game,P3,Full upstream access architecture,78.92,82.21,83.01,75.56,35.23,13.34,75.42,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",289,0.8151,0.889,0.9739,0.1883,0.9901,0.8321,0.5582,0.8885,0.319,0.8132,0.9272,0.7098,0.8244,0.7667,0.8059,0.6262,0.0,0.5677,0.8994,0.8538,0.9202,0.6887,0.7083
G5,PHO intermediation game,P1,Capitation reweighting plus access target,10.42,22.53,64.74,80.62,83.18,24.15,33.73,intermediated-gatekeeping equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,519,0.1189,0.767,0.4317,0.6467,0.7333,0.5214,0.9583,0.4872,0.6528,0.5714,0.7041,0.8245,0.481,0.4106,0.2313,0.7057,0.0672,0.8644,0.7068,0.5961,0.0,0.5828,0.4406
G9,Telehealth/local-supply game,P5,ACC activity constraint shock,49.83,35.75,59.05,80.38,71.07,26.85,47.07,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,426,0.1311,0.479,0.4237,0.5864,0.418,0.6283,0.862,0.4554,0.6695,0.4945,0.6347,0.7279,0.4802,0.1595,0.2035,0.5603,0.4707,0.8706,0.9362,0.6149,0.1397,0.2027,0.2407
G14,Data observability game,P1,Capitation reweighting plus access target,38.46,45.61,82.87,79.17,62.99,30.58,51.14,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",617,0.1032,0.884,0.4564,0.6705,0.6531,0.3243,0.8764,0.6494,0.5033,0.6068,0.9132,0.6077,0.5751,0.2694,0.2854,0.5995,0.1132,0.7757,0.828,0.4971,0.0,0.4419,0.4446
G7,Ambulance conveyance game,P6,Ambulance alternatives only,60.51,60.01,66.91,71.83,58.87,13.63,58.7,safe alternative-disposition equilibrium,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",722,0.2543,0.3695,0.3172,0.6926,0.4163,0.7763,0.855,0.637,0.609,0.4514,0.6353,0.5946,0.4259,0.2197,0.6748,0.6944,0.1239,0.8143,0.9593,0.8345,0.0,0.519,0.4348
G11,KPI salience game,P4,Benefits without adequate controls,76.16,73.55,70.63,65.71,43.46,38.57,62.9,upstream target salience with balancing measures,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",345,0.8983,0.7154,0.8001,0.1495,0.7815,0.7357,0.7975,0.489,0.6007,0.2794,0.4017,0.9786,0.2857,0.2146,0.676,0.6532,0.1073,0.7347,0.4225,0.2625,1.0,0.3448,0.2618
G12,Equity and trust game,P8,Direct claims and PHO intermediation reform only,42.47,50.73,50.51,79.02,65.55,20.74,47.45,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",815,0.1465,0.3387,0.3606,0.0752,0.2773,0.4034,0.8234,0.6602,0.5128,0.4203,0.5771,0.6074,0.3992,0.2284,0.301,0.7362,0.1556,0.9572,0.8849,0.7355,0.8843,0.2895,0.4358
G2,Health NZ internal allocation game,P8,Direct claims and PHO intermediation reform only,40.72,33.56,55.01,86.51,60.21,27.19,45.79,hospital-operations dominance,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,409,0.1479,0.3436,0.2065,0.2545,0.4943,0.4107,0.9971,0.6369,0.6911,0.4403,0.5503,0.74,0.4075,0.2228,0.3405,0.693,0.0799,0.7667,0.7281,0.6821,0.9147,0.4599,0.5355
G9,Telehealth/local-supply game,P4,Benefits without adequate controls,65.86,38.04,48.09,77.46,66.56,39.85,47.32,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,190,0.8481,0.5648,0.9482,0.1735,0.7004,0.6735,0.6369,0.4407,0.6605,0.3696,0.33,0.9594,0.2988,0.2303,0.5703,0.7941,0.0853,0.7428,0.4496,0.2086,0.9958,0.2455,0.2894
G14,Data observability game,P7,Scope-enabled provider supply only,50.82,53.92,72.03,75.85,60.33,29.83,53.62,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",517,0.4537,0.2845,0.9097,0.3588,0.5209,0.4441,0.8461,0.6123,0.5567,0.519,0.5385,0.6072,0.3817,0.3061,0.3629,0.6793,0.2327,0.8442,0.9247,0.5899,0.4579,0.4159,0.6357
G2,Health NZ internal allocation game,P1,Capitation reweighting plus access target,39.76,15.18,59.76,86.84,61.31,30.21,42.62,hospital-operations dominance,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,626,0.0341,0.7424,0.2903,0.4289,0.6846,0.4093,0.9692,0.4721,0.4823,0.5215,0.6955,0.6714,0.3211,0.1462,0.3518,0.7972,0.1854,0.8519,0.6991,0.6855,0.0679,0.4809,0.475
G4,Consumer access pathway game,P7,Scope-enabled provider supply only,52.86,50.1,66.97,73.69,66.49,19.61,52.98,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",28,0.2529,0.3459,0.8024,0.3726,0.6372,0.4425,0.8894,0.6776,0.5017,0.5069,0.6049,0.6545,0.5217,0.305,0.3258,0.7557,0.0,0.6778,0.8205,0.6265,0.3722,0.4743,0.5261
G6,ACC/Health NZ cross-funder game,P6,Ambulance alternatives only,36.15,42.78,63.8,69.21,67.13,21.98,44.96,whole-of-Crown flow equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,469,0.1063,0.2003,0.4171,0.6256,0.4989,0.8373,0.9319,0.6253,0.5059,0.3899,0.5848,0.5437,0.5111,0.2681,0.7151,0.6138,0.0342,0.8496,1.0,0.6472,0.1269,0.4177,0.4932
G9,Telehealth/local-supply game,P3,Full upstream access architecture,73.57,65.93,84.55,75.8,45.86,16.91,69.25,integrated hybrid-access equilibrium,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,131,0.7724,0.7835,0.7714,0.0915,0.8842,0.8746,0.632,0.7823,0.4208,0.8108,0.8504,0.6437,0.8277,0.7227,0.7411,0.7556,0.0,0.5494,0.8754,0.7879,0.8425,0.8163,0.8462
G8,Scope-of-practice supply game,P2,National Primary Care Benefits Schedule,72.45,70.7,74.16,72.14,47.93,10.92,67.64,scope-enabled supply equilibrium,"Funding eligibility should follow safe scope and governance, not professional category alone.",715,0.7827,0.7611,0.7583,0.2018,0.6943,0.5946,0.8148,0.4786,0.4484,0.7068,0.6185,0.7043,0.6561,0.5945,0.6856,0.7212,0.0978,0.705,0.8092,0.8378,0.7364,0.4311,0.8219
G10,Co-payment calibration game,P6,Ambulance alternatives only,55.9,50.97,70.91,74.92,60.05,10.61,57.6,calibrated co-payment equilibrium,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,845,0.0824,0.3676,0.3865,0.5997,0.3816,0.7292,0.8853,0.772,0.5905,0.5209,0.6508,0.6192,0.4815,0.1882,0.6811,0.7847,0.1498,0.7701,0.8156,0.7365,0.1051,0.574,0.424
G12,Equity and trust game,P0,Current source-informed baseline,50.57,53.16,60.99,74.89,57.88,19.7,52.98,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",364,0.2419,0.3062,0.3266,0.6161,0.5098,0.376,1.0,0.3838,0.706,0.4331,0.6841,0.685,0.458,0.0528,0.264,0.7171,0.0082,0.9109,0.7235,0.6833,0.0938,0.4773,0.2165
G9,Telehealth/local-supply game,P4,Benefits without adequate controls,67.38,42.38,54.4,79.07,61.61,32.49,52.22,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,982,0.9275,0.6578,0.77,0.0442,0.811,0.7358,0.6601,0.5351,0.6308,0.2381,0.453,0.8907,0.4238,0.1949,0.4861,0.7375,0.0,0.7659,0.478,0.3891,0.9804,0.3321,0.3139
G14,Data observability game,P5,ACC activity constraint shock,35.03,43.52,66.28,73.05,77.11,35.89,42.12,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",28,0.2191,0.3107,0.2784,0.6846,0.4019,0.3857,0.711,0.3968,0.5224,0.3324,0.6101,0.6987,0.5681,0.2749,0.2712,0.4507,0.6706,0.9025,0.7585,0.6105,0.0716,0.296,0.3491
G13,Political economy game,P8,Direct claims and PHO intermediation reform only,49.92,51.57,70.13,76.67,68.96,23.7,52.57,access-architecture coalition,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,820,0.1449,0.3559,0.2717,0.1311,0.4879,0.5041,0.833,0.7343,0.5174,0.4847,0.5954,0.6064,0.5614,0.2849,0.4344,0.6788,0.1373,0.7388,0.7225,0.67,0.7832,0.4271,0.5191
G11,KPI salience game,P8,Direct claims and PHO intermediation reform only,50.48,50.16,75.32,80.28,60.85,15.16,56.94,upstream target salience with balancing measures,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",90,0.195,0.4104,0.2943,0.1815,0.5041,0.4748,0.9136,0.6081,0.5271,0.6275,0.6647,0.6944,0.455,0.2817,0.2806,0.6896,0.2033,0.9844,0.8307,0.7318,0.8224,0.4652,0.4754
G14,Data observability game,P5,ACC activity constraint shock,32.71,41.22,65.17,73.31,78.39,37.27,40.43,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",686,0.1016,0.3548,0.3836,0.5636,0.5146,0.5691,0.8595,0.3839,0.5935,0.4752,0.5181,0.6347,0.4854,0.2918,0.2421,0.3589,0.4775,0.8667,0.7688,0.5605,0.0164,0.3187,0.1684
G1,Hospital-salience budget game,P0,Current source-informed baseline,34.79,29.51,61.65,81.84,69.01,18.34,44.38,hospital-rescue equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",968,0.0424,0.3954,0.5312,0.5846,0.401,0.4295,0.7937,0.4055,0.6577,0.4133,0.5715,0.6756,0.5085,0.3002,0.4637,0.5814,0.1892,0.7238,0.7229,0.6249,0.0773,0.3983,0.4102
G13,Political economy game,P0,Current source-informed baseline,45.03,47.78,67.53,75.36,66.33,18.48,51.02,institutional-defence equilibrium,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,666,0.0989,0.2925,0.2644,0.5717,0.4037,0.3086,0.9211,0.3616,0.5391,0.4384,0.6272,0.7505,0.462,0.3504,0.3433,0.7945,0.2015,0.8983,0.7268,0.6236,0.151,0.4566,0.3475
G4,Consumer access pathway game,P6,Ambulance alternatives only,44.45,44.0,65.34,77.72,72.52,19.57,49.05,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",541,0.0658,0.3032,0.3404,0.5676,0.5282,0.8602,0.947,0.5985,0.6785,0.6535,0.6245,0.6382,0.4185,0.2952,0.7619,0.6531,0.1636,0.8811,0.9927,0.6784,0.0237,0.4621,0.6035
G10,Co-payment calibration game,P6,Ambulance alternatives only,52.08,51.22,68.39,78.61,63.47,10.2,56.28,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,3,0.0388,0.3814,0.2478,0.5182,0.5345,0.9494,0.9307,0.5939,0.6495,0.4813,0.7173,0.6705,0.4522,0.0743,0.794,0.6804,0.1164,0.9392,0.882,0.8166,0.005,0.4245,0.6278
G8,Scope-of-practice supply game,P0,Current source-informed baseline,39.54,46.01,62.71,78.32,76.99,14.83,47.8,professional-bottleneck equilibrium,"Funding eligibility should follow safe scope and governance, not professional category alone.",521,0.1578,0.309,0.3769,0.6123,0.4915,0.407,0.8656,0.4056,0.637,0.4992,0.5246,0.6502,0.3911,0.2569,0.3972,0.6583,0.097,0.8439,0.7989,0.6206,0.1386,0.2624,0.3419
G14,Data observability game,P1,Capitation reweighting plus access target,38.68,45.79,77.35,77.86,64.37,31.89,49.35,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",946,0.1358,0.8342,0.3655,0.6103,0.5871,0.4171,0.8303,0.6223,0.5667,0.5709,0.7273,0.6431,0.4152,0.2299,0.393,0.5974,0.2135,0.899,0.7758,0.4718,0.0325,0.5143,0.4005
G2,Health NZ internal allocation game,P5,ACC activity constraint shock,35.99,20.53,54.2,81.67,64.91,31.6,39.62,hospital-operations dominance,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,622,0.1209,0.4497,0.2819,0.6918,0.4051,0.4534,1.0,0.3281,0.6586,0.5347,0.5741,0.7471,0.5828,0.3528,0.2414,0.3591,0.6267,0.685,0.7781,0.5154,0.0,0.3229,0.2453
G12,Equity and trust game,P7,Scope-enabled provider supply only,56.34,66.14,57.41,72.71,54.5,19.64,56.23,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",25,0.461,0.4942,0.7754,0.3234,0.5131,0.4345,0.9008,0.5255,0.667,0.4968,0.529,0.6807,0.436,0.2106,0.3002,0.6591,0.2252,0.844,0.8712,0.5077,0.5009,0.5432,0.5428
G1,Hospital-salience budget game,P8,Direct claims and PHO intermediation reform only,37.66,31.02,63.31,82.17,66.41,16.77,46.53,hospital-rescue equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",460,0.1629,0.4071,0.333,0.2368,0.3923,0.3716,0.8623,0.6204,0.557,0.3725,0.6523,0.5884,0.4706,0.1784,0.4776,0.7004,0.1884,0.8947,0.8702,0.7616,0.7565,0.429,0.4367
G8,Scope-of-practice supply game,P5,ACC activity constraint shock,41.93,48.56,68.58,81.13,71.36,13.96,51.67,professional-bottleneck equilibrium,"Funding eligibility should follow safe scope and governance, not professional category alone.",8,0.0741,0.3365,0.4855,0.7911,0.4465,0.5116,0.939,0.5266,0.6326,0.436,0.6993,0.6389,0.4179,0.2166,0.3449,0.4743,0.5061,0.9757,0.8785,0.6688,0.0296,0.3694,0.1645
G11,KPI salience game,P2,National Primary Care Benefits Schedule,69.17,67.34,80.45,75.69,45.22,18.22,67.2,upstream target salience with balancing measures,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",47,0.7167,0.8532,0.6417,0.2151,0.7013,0.5816,0.7738,0.7906,0.493,0.5683,0.7526,0.7288,0.6419,0.7168,0.6308,0.7536,0.1935,0.6943,0.7054,0.6804,0.7883,0.5993,0.6078
G9,Telehealth/local-supply game,P0,Current source-informed baseline,50.15,35.06,58.53,80.37,71.74,28.03,46.61,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,44,0.1436,0.3513,0.447,0.5655,0.3768,0.4042,0.8934,0.4485,0.6283,0.4218,0.6704,0.7499,0.4413,0.1749,0.2649,0.6832,0.0808,0.9007,0.6332,0.6118,0.1171,0.3389,0.351
G3,Capitation marginal-supply game,P0,Current source-informed baseline,21.45,21.47,56.48,90.61,80.93,10.57,39.37,marginal-rationing equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",877,0.0632,0.2604,0.2629,0.5481,0.3377,0.4746,0.8399,0.4724,0.4975,0.4854,0.6581,0.6857,0.5298,0.1849,0.3134,0.5891,0.1568,0.8496,0.6863,0.6382,0.0224,0.4009,0.2968
G3,Capitation marginal-supply game,P7,Scope-enabled provider supply only,33.43,33.16,59.15,82.19,72.18,13.27,44.64,marginal-rationing equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",278,0.2993,0.2803,0.8471,0.3989,0.6052,0.3715,0.859,0.6081,0.538,0.6396,0.5224,0.7088,0.5288,0.2841,0.2933,0.737,0.026,0.8054,0.8157,0.5632,0.4865,0.4719,0.5029
G13,Political economy game,P8,Direct claims and PHO intermediation reform only,51.13,53.04,67.0,75.89,69.03,20.43,52.92,access-architecture coalition,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,550,0.2416,0.2785,0.4251,0.1573,0.4498,0.6126,0.9222,0.5523,0.6139,0.4155,0.506,0.5487,0.2641,0.3381,0.3686,0.5997,0.0639,0.9687,0.8023,0.8259,0.7717,0.4011,0.5746
G2,Health NZ internal allocation game,P6,Ambulance alternatives only,41.83,19.16,57.51,86.18,54.48,27.52,44.75,hospital-operations dominance,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,798,0.1134,0.3874,0.4139,0.6134,0.3774,0.8262,0.9849,0.555,0.5307,0.3899,0.613,0.5275,0.4598,0.2231,0.8443,0.6722,0.2153,0.7908,0.9355,0.6792,0.0673,0.4709,0.5919
G10,Co-payment calibration game,P7,Scope-enabled provider supply only,60.14,60.48,65.03,70.97,56.82,15.23,58.11,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,450,0.3793,0.362,0.9319,0.3558,0.6396,0.5003,0.8664,0.6515,0.6991,0.5554,0.5111,0.6785,0.4429,0.2631,0.3472,0.6904,0.0,0.7781,0.8565,0.5076,0.4755,0.503,0.6763
G14,Data observability game,P3,Full upstream access architecture,77.26,72.85,90.17,83.34,32.16,15.61,76.27,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",732,0.7446,0.7668,0.8055,0.1115,0.8385,0.7747,0.5883,0.8797,0.4067,0.8087,0.8838,0.7281,0.7014,0.784,0.7739,0.6867,0.0,0.4745,0.9912,0.8998,0.8247,0.71,0.9684
G1,Hospital-salience budget game,P8,Direct claims and PHO intermediation reform only,37.89,29.59,64.41,84.32,63.1,16.23,47.53,upstream-salience equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",509,0.0763,0.2937,0.3427,0.1427,0.5234,0.4179,0.7785,0.6343,0.498,0.4366,0.6148,0.7912,0.3701,0.2174,0.4357,0.717,0.0988,0.8667,0.7524,0.7002,0.6596,0.3613,0.509
G14,Data observability game,P7,Scope-enabled provider supply only,48.61,51.38,74.38,75.26,64.82,31.39,52.04,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",20,0.3649,0.3621,0.8231,0.3595,0.5524,0.5848,0.8765,0.5351,0.5767,0.5619,0.7022,0.6689,0.2611,0.1421,0.3617,0.7923,0.0782,0.9625,0.8865,0.6278,0.467,0.5229,0.6064
G11,KPI salience game,P1,Capitation reweighting plus access target,53.4,50.65,76.79,80.09,58.84,19.72,57.59,upstream target salience with balancing measures,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",881,0.1303,0.8079,0.2751,0.5657,0.6459,0.5334,0.8517,0.6104,0.5936,0.5116,0.6835,0.6431,0.5519,0.2454,0.4527,0.5964,0.1768,0.7053,0.5657,0.6325,0.043,0.475,0.4581
G14,Data observability game,P8,Direct claims and PHO intermediation reform only,46.8,44.42,73.08,81.08,65.88,26.9,51.71,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",133,0.1074,0.2329,0.4523,0.2534,0.4707,0.4943,0.857,0.6132,0.5073,0.4648,0.6039,0.658,0.4359,0.2176,0.3527,0.682,0.0924,0.8474,0.8371,0.7351,0.8336,0.4076,0.3876
G12,Equity and trust game,P2,National Primary Care Benefits Schedule,67.67,70.21,68.89,73.38,44.89,17.1,64.59,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",732,0.6518,0.9131,0.6842,0.2994,0.6729,0.3995,0.9818,0.6035,0.5338,0.6599,0.7116,0.653,0.5976,0.724,0.4711,0.6493,0.1798,0.6193,0.9453,0.7329,0.7872,0.4318,0.7023
G4,Consumer access pathway game,P6,Ambulance alternatives only,43.11,47.15,62.85,78.92,74.38,16.91,49.13,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",401,0.182,0.2324,0.2763,0.6937,0.5166,0.832,0.8989,0.6776,0.6385,0.4421,0.7547,0.6041,0.5632,0.1915,0.8193,0.5651,0.122,0.7923,0.7545,0.8109,0.0476,0.4867,0.6165
G6,ACC/Health NZ cross-funder game,P0,Current source-informed baseline,33.0,38.74,64.86,66.99,74.1,22.79,42.07,siloed-cost-shifting equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,486,0.0935,0.3647,0.4157,0.603,0.4934,0.4017,0.978,0.4546,0.6826,0.4401,0.6859,0.6406,0.4388,0.2623,0.374,0.7134,0.1864,0.881,0.7875,0.7222,0.0291,0.415,0.2602
G2,Health NZ internal allocation game,P7,Scope-enabled provider supply only,49.63,34.87,59.47,81.78,51.96,27.14,49.82,hospital-operations dominance,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,94,0.4186,0.4742,0.8729,0.3761,0.6108,0.5089,0.8909,0.6793,0.5691,0.5929,0.6506,0.5808,0.3486,0.233,0.3711,0.7063,0.0,0.743,0.8152,0.7002,0.3388,0.4565,0.5312
G7,Ambulance conveyance game,P4,Benefits without adequate controls,53.93,53.61,57.42,69.5,73.51,20.75,49.86,ED-conveyance default,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",624,0.96,0.5719,0.9187,0.1258,0.7182,0.6731,0.6953,0.5477,0.7099,0.4368,0.3634,0.9428,0.3671,0.2198,0.6073,0.7242,0.0,0.9363,0.457,0.2876,0.9617,0.2829,0.3341
G11,KPI salience game,P7,Scope-enabled provider supply only,57.24,57.07,73.84,76.93,56.06,19.67,59.0,upstream target salience with balancing measures,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",738,0.4302,0.4236,0.8866,0.3834,0.508,0.5462,0.9563,0.6978,0.4347,0.5517,0.6015,0.6907,0.5043,0.3831,0.2943,0.7711,0.093,0.7701,0.8287,0.572,0.3409,0.4555,0.5867
G14,Data observability game,P0,Current source-informed baseline,31.69,40.91,68.09,72.86,80.22,37.19,40.41,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",712,0.135,0.3016,0.2728,0.5478,0.3404,0.4342,0.9047,0.3607,0.6231,0.416,0.6896,0.788,0.3665,0.3183,0.3967,0.72,0.1517,0.8239,0.7164,0.5997,0.0009,0.4782,0.3201
G2,Health NZ internal allocation game,P8,Direct claims and PHO intermediation reform only,40.74,36.17,58.28,84.82,60.11,25.79,46.95,hospital-operations dominance,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,580,0.2374,0.4205,0.3649,0.2813,0.3263,0.2952,0.8776,0.7133,0.6407,0.4273,0.6783,0.6971,0.391,0.2677,0.3105,0.6341,0.102,0.7779,0.8011,0.6007,0.8943,0.569,0.4204
G7,Ambulance conveyance game,P1,Capitation reweighting plus access target,41.19,47.1,60.89,71.98,87.49,15.26,45.37,ED-conveyance default,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",447,0.0495,0.6298,0.2713,0.6653,0.5459,0.4666,0.9347,0.5227,0.5719,0.5097,0.749,0.6375,0.5257,0.1836,0.2003,0.7194,0.0,0.7439,0.6801,0.635,0.0524,0.5073,0.4458
G13,Political economy game,P8,Direct claims and PHO intermediation reform only,52.64,53.96,72.32,74.49,67.26,26.38,53.6,access-architecture coalition,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,212,0.2154,0.4081,0.3515,0.265,0.3912,0.3509,0.8414,0.6679,0.6824,0.4094,0.7004,0.678,0.4819,0.3189,0.3738,0.7868,0.1043,0.9373,0.8425,0.5751,0.8686,0.4887,0.542
G11,KPI salience game,P6,Ambulance alternatives only,55.52,53.03,74.63,81.49,55.95,14.47,59.74,upstream target salience with balancing measures,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",101,0.2177,0.2734,0.3307,0.6374,0.4857,0.7774,0.8842,0.6833,0.4838,0.3851,0.6421,0.6426,0.3484,0.1705,0.6548,0.7029,0.0062,0.8507,0.8641,0.7906,0.1636,0.5561,0.4373
G3,Capitation marginal-supply game,P6,Ambulance alternatives only,23.75,24.25,61.12,88.18,75.05,11.33,41.79,marginal-rationing equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",887,0.142,0.4345,0.5483,0.6301,0.5017,0.8131,0.8967,0.5408,0.4547,0.5568,0.5165,0.4993,0.2961,0.2964,0.8345,0.7326,0.0447,0.7735,0.7372,0.6258,0.1408,0.4873,0.5717
G12,Equity and trust game,P8,Direct claims and PHO intermediation reform only,46.69,51.13,60.37,78.14,61.02,19.43,51.58,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",31,0.1436,0.3179,0.3069,0.2161,0.3655,0.3473,0.8823,0.5676,0.6053,0.4752,0.7458,0.7364,0.445,0.2248,0.3899,0.7128,0.1224,0.7265,0.7922,0.7372,0.8225,0.3518,0.5557
G1,Hospital-salience budget game,P7,Scope-enabled provider supply only,48.27,40.75,64.35,72.5,56.39,20.12,50.54,hospital-rescue equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",803,0.4298,0.3902,0.8828,0.4359,0.5457,0.3549,0.8335,0.61,0.5872,0.5261,0.5461,0.5953,0.3548,0.3437,0.39,0.6187,0.1177,0.8211,0.8584,0.6071,0.3378,0.4975,0.6002
G10,Co-payment calibration game,P4,Benefits without adequate controls,66.38,73.64,53.75,59.48,52.36,25.03,56.54,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,992,0.9419,0.6293,0.9224,0.1479,0.7421,0.6681,0.6767,0.5766,0.6835,0.3237,0.3599,0.8528,0.3048,0.1832,0.6012,0.6404,0.0,0.7961,0.4468,0.4301,1.0,0.2921,0.3879
G1,Hospital-salience budget game,P0,Current source-informed baseline,35.67,27.54,57.76,80.94,72.63,18.33,42.75,hospital-rescue equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",108,0.0948,0.3587,0.2958,0.6041,0.3762,0.4055,0.9395,0.4533,0.5818,0.319,0.4924,0.655,0.4766,0.2986,0.2968,0.7702,0.0518,0.958,0.7451,0.6342,0.0,0.4458,0.1407
G4,Consumer access pathway game,P0,Current source-informed baseline,37.73,40.52,63.09,77.49,77.22,20.53,45.18,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",691,0.0209,0.3755,0.2956,0.7223,0.3815,0.4863,0.863,0.3993,0.553,0.4552,0.5411,0.6587,0.5215,0.202,0.2048,0.664,0.1642,0.7797,0.849,0.552,0.0392,0.403,0.3378
