file,link,resolved,exists
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-08-the-capitation-marginal-supply-game-and-the-consumer-access-game-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-08-the-capitation-marginal-supply-game-and-the-consumer-access-game-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-11-place-accountability-cherrypicking-v1.4.0.png,docs/substack-ready/figures/fig-11-place-accountability-cherrypicking-v1.4.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-09-primary-health-organisations-useful-functions-payment-friction-and-cherry-picking-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-09-primary-health-organisations-useful-functions-payment-friction-and-cherry-picking-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-18-upstream-access-map-v1.5.0.png,docs/substack-ready/figures/fig-18-upstream-access-map-v1.5.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-10-accident-compensation-corporation-ambulance-and-urgent-care-the-hidden-upstream-system-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-10-accident-compensation-corporation-ambulance-and-urgent-care-the-hidden-upstream-system-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-19-scope-enabled-supply-v1.5.0.png,docs/substack-ready/figures/fig-19-scope-enabled-supply-v1.5.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-11-who-should-be-allowed-to-generate-primary-care-supply-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-11-who-should-be-allowed-to-generate-primary-care-supply-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-20-telehealth-extender-not-replacement-v1.5.0.png,docs/substack-ready/figures/fig-20-telehealth-extender-not-replacement-v1.5.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-12-telehealth-is-an-extender-not-a-replacement-for-local-supply-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-12-telehealth-is-an-extender-not-a-replacement-for-local-supply-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-17-copayment-demand-equity-v1.5.0.png,docs/substack-ready/figures/fig-17-copayment-demand-equity-v1.5.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-10-copayment-demand-equity-v1.4.0.png,docs/substack-ready/figures/fig-10-copayment-demand-equity-v1.4.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-13-co-payments-demand-signal-or-equity-failure-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-13-co-payments-demand-signal-or-equity-failure-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-21-nineteen-game-map-v1.5.0.png,docs/substack-ready/figures/fig-21-nineteen-game-map-v1.5.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-12-game-to-model-mcda-stack-v1.4.0.png,docs/substack-ready/figures/fig-12-game-to-model-mcda-stack-v1.4.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-14-the-19-games-a-map-of-the-new-zealand-primary-care-funding-problem-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-14-the-19-games-a-map-of-the-new-zealand-primary-care-funding-problem-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-13-hybrid-architecture-v1.4.0.png,docs/substack-ready/figures/fig-13-hybrid-architecture-v1.4.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-22-composite-model-stack-v1.5.0.png,docs/substack-ready/figures/fig-22-composite-model-stack-v1.5.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-12-game-to-model-mcda-stack-v1.4.0.png,docs/substack-ready/figures/fig-12-game-to-model-mcda-stack-v1.4.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-06-mcda-workshop-flow-v1.2.0.png,docs/substack-ready/figures/fig-06-mcda-workshop-flow-v1.2.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.6.0.md,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-23-recommendations-stack-v1.5.0.png,docs/substack-ready/figures/fig-23-recommendations-stack-v1.5.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,figures/fig-13-hybrid-architecture-v1.4.0.png,docs/substack-ready/figures/fig-13-hybrid-architecture-v1.4.0.png,True
docs/substack-ready/complete-substack-series-v1.6.0.md,appendices-v1.6.0/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.6.0.md,docs/substack-ready/appendices-v1.6.0/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.6.0.md,True
